DN;OM;SIGLA OM;UF;TIPO DE EMBARCAÇÃO;TOTAL DE EMBARCAÇÕES POR TIPO
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Balsa;72
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Barcaça;17
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Batelão;3
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Bote;9425
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Caiaque;6
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Canoa;58
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Carga Geral;2
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Chata;339
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Draga;255
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Empurrador;9
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Escuna;2
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Flotel;1
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Flutuante;132
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Jangada;3
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Jet Boat;15
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Lançador de Linhas;2
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Lancha;2910
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Moto-Aquática/similar;1438
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Multicasco (Catamarã, Trimarã, Tetramarã, etc);2
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Outros;1689
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Passageiro;6
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Passageiro / Carga Geral;2
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Pesqueiro;1
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Plataforma Fixa;2
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Rebocador;39
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Saveiro;2
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Traineira;2
6º ;Capitania Fluvial de Mato Grosso;CFMT;MT;Veleiro;3
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Apoio à Manobra;8
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Balsa;58
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Barcaça;28
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Batelão;2
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Bote;9700
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Cábrea;1
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Caiaque;2
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Canoa;4
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Carga Geral;6
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Chata;93
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Draga;39
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Empurrador;25
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Escuna;1
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Flutuante;43
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Jangada;1
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Jet Boat;5
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Lançador de Linhas;4
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Lancha;2018
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Moto-Aquática/similar;532
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Multicasco (Catamarã, Trimarã, Tetramarã, etc);1
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Outros;3219
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Passageiro;52
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Passageiro / Carga Geral;1
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Pesqueiro;1
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Plataforma Fixa;1
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Rebocador;34
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Roll-on / Roll-off Passageiro (Ferry Boat);1
6º ;Capitania Fluvial do Pantanal;CPUMBA;MS;Veleiro;5
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Balsa;80
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Barcaça;24
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Batelão;4
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Bote;4962
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Cábrea;10
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Caiaque;6
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Caique;1
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Canoa;1568
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Carga Geral;4
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Chata;14278
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Draga;218
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Empurrador;4
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Escuna;3
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Flutuante;141
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Hidroavião;1
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Hovercraft;1
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Jangada;94
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Jet Boat;53
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Lançador de Linhas;4
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Lancha;8481
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Laser;1
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Manuseio de Âncora (AHTS);1
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Moto-Aquática/similar;7170
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Multicasco (Catamarã, Trimarã, Tetramarã, etc);146
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Outros;16843
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Passageiro;14
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Passageiro / Carga Geral;1
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Pesqueiro;1
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Plataforma Fixa;1
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Rebocador;26
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Saveiro;4
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Traineira;3
7º ;Capitania Fluvial de Brasília;CPFBRA;DF;Veleiro;1012
7º ;Capitania Fluvial de Goiás;CFGO;GO;Bote;4
7º ;Capitania Fluvial de Goiás;CFGO;GO;Cábrea;2
7º ;Capitania Fluvial de Goiás;CFGO;GO;Canoa;3
7º ;Capitania Fluvial de Goiás;CFGO;GO;Chata;68
7º ;Capitania Fluvial de Goiás;CFGO;GO;Flutuante;1
7º ;Capitania Fluvial de Goiás;CFGO;GO;Lancha;58
7º ;Capitania Fluvial de Goiás;CFGO;GO;Moto-Aquática/similar;73
7º ;Capitania Fluvial de Goiás;CFGO;GO;Multicasco (Catamarã, Trimarã, Tetramarã, etc);2
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Balsa;35
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Barcaça;5
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Bote;581
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Caiaque;5
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Canoa;2790
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Carga de Alta Velocidade (HSC Carga);1
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Carga Geral;2
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Chata;644
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Draga;19
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Empurrador;11
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Escuna;4
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Flutuante;24
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Hovercraft;1
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Jangada;6
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Jet Boat;68
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Lançador de Linhas;3
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Lancha;3506
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Moto-Aquática/similar;1344
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Multicasco (Catamarã, Trimarã, Tetramarã, etc);61
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Outros;13
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Passageiro;5
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Passageiro / Carga Geral;2
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Pesqueiro;1
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Rebocador;4
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Traineira;1
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Transporte Escolar;4
7º ;Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Veleiro;7
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Anfíbia;3
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Apoio à Manobra;1
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Apoio a ROV;1
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Balsa;266
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Barcaça;60
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Batelão;54
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Bote;26511
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Cábrea;10
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Caiaque;33
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Caique;2
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Canoa;979
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Carga Geral;4
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Chata;852
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Dique Flutuante;1
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Draga;580
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Empurrador;20
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Escuna;48
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Floating, Production, Storage and Off-Loading Unit (FPSO);1
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Flutuante;731
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Graneleiro;1
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Hidroavião;2
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Hovercraft;15
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Iate;32
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Jangada;88
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Jet Boat;161
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Lançador de Linhas;2
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Lancha;21086
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Laser;1
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Manuseio de Âncora (AHTS);1
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Moto-Aquática/similar;22954
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Multicasco (Catamarã, Trimarã, Tetramarã, etc);57
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Oceonagráfico;2
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Outros;19514
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Passageiro;9
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Pesqueiro;304
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Pesquisa;4
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Petroleiro;4
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Petroleiro e Químico;2
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Porta-Contentor;1
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Químico;1
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Rebocador;171
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Roll-on / Roll-off Carga ;1
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Roll-on / Roll-off Passageiro (Ferry Boat);21
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Saveiro;25
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Supridor (Supply);1
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Tanque (transporte de granéis líquidos);1
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Traineira;55
8º ;Capitania dos Portos de São Paulo;CPSANT;SP;Veleiro;2559
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Alvarenga;1
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Apoio a Mergulho;4
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Balsa;40
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Barcaça;15
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Batelão;2
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Bote;7990
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Caiaque;27
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Caique;4
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Canoa;3104
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Chata;57
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Dique Flutuante;2
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Draga;46
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Empurrador;4
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Escuna;12
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Flutuante;22
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Graneleiro;1
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Hovercraft;3
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Iate;1
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Jangada;5
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Jet Boat;11
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Lançador de Linhas;2
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Lancha;10817
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Laser;1
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Moto-Aquática/similar;3163
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Multicasco (Catamarã, Trimarã, Tetramarã, etc);4
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Outros;5225
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Passageiro;30
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Passageiro / Carga Geral;3
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Pesqueiro;158
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Pesquisa;1
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Petroleiro;1
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Petroleiro e Químico;1
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Rebocador;18
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Roll-on / Roll-off Passageiro (Ferry Boat);5
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Tanque (transporte de granéis líquidos);1
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Traineira;3
8º ;Capitania dos Portos do Paraná;CPAGUA;PR;Veleiro;654
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Balsa;75
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Barcaça;2
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Batelão;8
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Bote;1678
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Caiaque;3
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Canoa;75
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Chata;32
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Draga;151
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Empurrador;7
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Escuna;1
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Flutuante;139
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Graneleiro;2
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Jangada;1
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Jet Boat;17
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Lançador de Linhas;13
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Lancha;14427
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Laser;3
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Moto-Aquática/similar;1928
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Multicasco (Catamarã, Trimarã, Tetramarã, etc);7
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Outros;535
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Rebocador;47
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Transporte Escolar;1
8º ;Capitania Fluvial do Rio Paraná;CPFOZU;PR;Veleiro;31
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Alvarenga;1
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Balsa;143
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Barcaça;99
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Batelão;111
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Bote;53289
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Cábrea;3
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Caiaque;29
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Caique;1
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Canoa;142
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Carga Geral;9
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Chata;297
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Dique Flutuante;4
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Draga;476
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Empurrador;149
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Escuna;3
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Flutuante;466
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Graneleiro;3
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Hovercraft;13
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Iate;6
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Jangada;31
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Jet Boat;75
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Lançador de Linhas;1
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Lancha;12382
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Laser;2
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Moto-Aquática/similar;9192
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Multicasco (Catamarã, Trimarã, Tetramarã, etc);190
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Oceonagráfico;2
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Outros;9126
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Passageiro;34
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Pesqueiro;28
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Pesquisa;5
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Plataforma Fixa;2
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Rebocador;76
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Roll-on / Roll-off Passageiro (Ferry Boat);2
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Saveiro;2
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Supridor (Supply);1
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Tanque (transporte de granéis líquidos);2
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Traineira;3
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Transporte de Carga Pesada (Navio de Cargas Especiais);1
8º ;Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Veleiro;205
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Apoio a Mergulho;5
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Apoio a ROV;1
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Balsa;81
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Barcaça;9
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Batelão;5
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Bote;8172
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Cábrea;2
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Caiaque;9
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Caique;1
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Canoa;375
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Carga Geral;4
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Chata;198
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Draga;464
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Empurrador;5
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Escuna;72
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Flutuante;41
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Hidroavião;1
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Iate;12
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Jangada;24
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Jet Boat;35
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Lançador de Linhas;1
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Lancha;10158
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Manuseio de Âncora (AHTS);1
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Moto-Aquática/similar;4551
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Multicasco (Catamarã, Trimarã, Tetramarã, etc);39
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Outros;1422
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Passageiro;4
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Pesqueiro;40
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Petroleiro;6
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Petroleiro e Químico;1
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Plataforma Auto-Elevável;1
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Plataforma Fixa;1
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Rebocador;72
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Saveiro;19
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Traineira;82
8º ;Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Veleiro;1129
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Alvarenga;2
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Balsa;96
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Barcaça;5
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Batelão;10
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Bote;21885
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Caiaque;4
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Canoa;11
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Carga Geral;3
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Chata;92
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Draga;264
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Empurrador;20
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Escuna;1
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Flutuante;49
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Hovercraft;1
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Iate;1
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Jangada;1
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Jet Boat;13
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Lançador de Linhas;4
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Lancha;9188
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Manuseio de Âncora (AHTS);5
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Moto-Aquática/similar;3467
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Multicasco (Catamarã, Trimarã, Tetramarã, etc);1
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Oceonagráfico;2
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Outros;7069
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Passageiro;10
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Pesqueiro;16
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Rebocador;146
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Saveiro;1
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Tanque (transporte de granéis líquidos);1
